id,season,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,hum/temp,hum/atemp,hum/winspeed,weathersit2,weathersit3,cnt
1,1,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,2.341401122,2.216110003,5.022456153,1,0,985
2,1,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,2.217006256,2.278043982,3.242279884,1,0,801
3,1,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,4.103771567,4.254549774,3.245283095,0,0,1349
4,1,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,4.029165,3.79891289,5.027156011,0,0,1562
5,1,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,3.55059769,3.514777337,4.311573034,0,0,1600
6,1,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,3.943434729,3.455411241,8.99716631,0,0,1606
7,1,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,4.100472212,3.858632727,4.775985918,1,0,1510
8,1,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,4.883836364,4.966490811,3.020318286,1,0,959
9,1,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,5.825312832,6.936371853,2.22636552,0,0,822
10,1,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,5.342551033,5.340603627,3.609279473,0,0,1321
11,1,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,4.76567647,4.208796432,6.598049651,1,0,1263
12,1,1,0,3,1,1,0.172727,0.160473,0.599545,0.304627,4.665356314,5.021611112,2.645310494,0,0,1162
13,1,1,0,4,1,1,0.165,0.150883,0.470417,0.301,4.883836364,5.340780605,2.677186047,0,0,1406
14,1,1,0,5,1,1,0.16087,0.188413,0.537826,0.126548,5.009218624,4.276950104,6.367805102,0,0,1421
15,1,1,0,6,0,2,0.233333,0.248112,0.49875,0.157963,3.453574934,3.247859837,5.101403493,1,0,1248
16,1,1,0,0,0,1,0.231667,0.234217,0.48375,0.188433,3.478410822,3.440540183,4.276496155,0,0,1204
17,1,1,1,1,0,2,0.175833,0.176771,0.5375,0.194017,4.582945181,4.558626698,4.153414392,1,0,1000
18,1,1,0,2,1,2,0.216667,0.232333,0.861667,0.146775,3.719223509,3.468439696,5.490260603,1,0,683
19,1,1,0,3,1,2,0.292174,0.298422,0.741739,0.208317,2.758058554,2.70031365,3.868301675,1,0,1650
20,1,1,0,4,1,2,0.261667,0.25505,0.538333,0.195904,3.079612637,3.1595099,4.113407587,1,0,1927
21,1,1,0,5,1,1,0.1775,0.157833,0.457083,0.353242,4.539904225,5.105605292,2.281249115,0,0,1543
22,1,1,0,6,0,1,0.0591304,0.0790696,0.4,0.17197,13.6280661,10.19143893,4.685892888,0,0,981
23,1,1,0,0,0,1,0.0965217,0.0988391,0.436522,0.2466,8.348723655,8.152977921,3.267773723,0,0,986
24,1,1,0,1,1,1,0.0973913,0.11793,0.491739,0.15833,8.274178494,6.833146782,5.089578728,0,0,1416
25,1,1,0,2,1,2,0.223478,0.234526,0.616957,0.129796,3.605871719,3.436007095,6.208457888,1,0,1985
26,1,1,0,3,1,3,0.2175,0.2036,0.8625,0.29385,3.70497931,3.957922397,2.742327718,0,1,506
27,1,1,0,4,1,1,0.195,0.2197,0.6875,0.113837,4.132476923,3.667878926,7.078832014,0,0,431
28,1,1,0,5,1,2,0.203478,0.223317,0.793043,0.1233,3.960295462,3.608471366,6.535547445,1,0,1167
29,1,1,0,6,0,1,0.196522,0.212126,0.651739,0.145365,4.100472212,3.798841255,5.543514601,0,0,1098
30,1,1,0,0,0,1,0.216522,0.250322,0.722174,0.0739826,3.721714191,3.219185689,10.89219627,0,0,1096
31,1,1,0,1,1,2,0.180833,0.18625,0.60375,0.187192,4.456227569,4.326620134,4.304847429,1,0,1501
32,1,2,0,2,1,2,0.192174,0.23453,0.829565,0.053213,4.193246745,3.435948493,15.14353635,1,0,1360
33,1,2,0,3,1,2,0.26,0.254417,0.775417,0.264308,3.099357692,3.167370891,3.048840746,1,0,1526
34,1,2,0,4,1,1,0.186957,0.177878,0.437826,0.277752,4.310258509,4.530256693,2.901268038,0,0,1550
35,1,2,0,5,1,2,0.211304,0.228587,0.585217,0.127839,3.813619241,3.525279215,6.303498932,1,0,1708
36,1,2,0,6,0,2,0.233333,0.243058,0.929167,0.161079,3.453574934,3.315393857,5.002719163,1,0,1005
37,1,2,0,0,0,1,0.285833,0.291671,0.568333,0.1418,2.819244104,2.762814952,5.682884344,0,0,1623
38,1,2,0,1,1,1,0.271667,0.303658,0.738333,0.0454083,2.966252802,2.653751918,17.74638117,0,0,1712
39,1,2,0,2,1,1,0.220833,0.198246,0.537917,0.36195,3.649060602,4.064813414,2.22636552,0,0,1530
40,1,2,0,3,1,2,0.134783,0.144283,0.494783,0.188839,5.97874361,5.585086254,4.267301776,1,0,1605
41,1,2,0,4,1,1,0.144348,0.149548,0.437391,0.221935,5.582571286,5.388457218,3.630941492,0,0,1538
42,1,2,0,5,1,1,0.189091,0.213509,0.506364,0.10855,4.261614778,3.774234341,7.423611239,0,0,1746
43,1,2,0,6,0,1,0.2225,0.232954,0.544167,0.203367,3.621721348,3.459193661,3.962457036,0,0,1472
44,1,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883,2.545898863,2.486271763,3.088867423,0,0,1589
45,1,2,0,1,1,1,0.415,0.39835,0.375833,0.417908,1.941766265,2.022927074,1.928254544,0,0,1913
46,1,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374,3.028456858,3.169152174,2.765631113,0,0,1815
47,1,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791,2.531987897,2.548491461,3.200404304,0,0,2115
48,1,2,0,4,1,1,0.435833,0.428658,0.505,0.230104,1.848949024,1.879897261,3.502038209,0,0,2475
49,1,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925,1.544726808,1.573944838,3.041740115,0,0,2927
50,1,2,0,6,0,1,0.399167,0.391404,0.187917,0.507463,2.018786623,2.058826685,1.587964049,0,0,1635
51,1,2,0,0,0,1,0.285217,0.27733,0.407826,0.223235,2.825332992,2.905682761,3.609796851,0,0,1812
52,1,2,1,1,0,2,0.303333,0.284075,0.605,0.307846,2.656595227,2.836691015,2.617649734,1,0,1107
53,1,2,0,2,1,1,0.182222,0.186033,0.577778,0.195683,4.422259661,4.331666962,4.118053178,0,0,1450
54,1,2,0,3,1,1,0.221739,0.245717,0.423043,0.094113,3.634150961,3.27951668,8.562398393,0,0,1917
55,1,2,0,4,1,2,0.295652,0.289191,0.697391,0.250496,2.725613221,2.786507879,3.216949572,1,0,1807
56,1,2,0,5,1,2,0.364348,0.350461,0.712174,0.346539,2.211712429,2.299351426,2.325374633,1,0,1461
57,1,2,0,6,0,1,0.2825,0.282192,0.537917,0.186571,2.852506195,2.855619578,4.319176078,0,0,1969
58,1,2,0,0,0,1,0.343478,0.351109,0.68,0.125248,2.346097858,2.295107787,6.433899144,0,0,2402
59,1,2,0,1,1,2,0.407273,0.400118,0.876364,0.289686,1.978606488,2.013988373,2.781746443,1,0,1446
60,1,3,0,2,1,1,0.266667,0.263879,0.535,0.216425,3.021869973,3.053797384,3.723382234,0,0,1851
61,1,3,0,3,1,1,0.335,0.320071,0.449583,0.307833,2.405471642,2.517669517,2.617760279,0,0,2134
62,1,3,0,4,1,1,0.198333,0.200133,0.318333,0.225754,4.063030358,4.026487386,3.569518148,0,0,1685
63,1,3,0,5,1,2,0.261667,0.255679,0.610417,0.203346,3.079612637,3.151737139,3.962866248,1,0,1944
64,1,3,0,6,0,2,0.384167,0.378779,0.789167,0.251871,2.097611195,2.127448987,3.199387782,1,0,2077
65,1,3,0,0,0,2,0.376522,0.366252,0.948261,0.343287,2.140201635,2.200214606,2.347403193,1,0,605
66,1,3,0,1,1,1,0.261739,0.238461,0.551304,0.341352,3.078765488,3.379307308,2.360709766,0,0,1872
67,1,3,0,2,1,1,0.2925,0.3024,0.420833,0.12065,2.754984615,2.664791667,6.67909656,0,0,2133
68,1,3,0,3,1,2,0.295833,0.286608,0.775417,0.22015,2.723945604,2.81162075,3.660381558,1,0,1891
69,1,3,0,4,1,3,0.389091,0.385668,0,0.261877,2.071065638,2.0894474,3.077143086,0,1,623
70,1,3,0,5,1,2,0.316522,0.305,0.649565,0.23297,2.545898863,2.64207541,3.458956089,1,0,1977
71,1,3,0,6,0,1,0.329167,0.32575,0.594583,0.220775,2.448097774,2.473777437,3.65001925,0,0,2132
72,1,3,0,0,0,1,0.384348,0.380091,0.527391,0.270604,2.096623373,2.120105448,2.977904983,0,0,2417
73,1,3,0,1,1,1,0.325217,0.332,0.496957,0.136926,2.477831725,2.427207831,5.885171553,0,0,2046
74,1,3,0,2,1,2,0.317391,0.318178,0.655652,0.184309,2.538928325,2.532648392,4.372184755,1,0,2056
75,1,3,0,3,1,2,0.365217,0.36693,0.776522,0.203117,2.206449864,2.196149129,3.967334098,1,0,2192
76,1,3,0,4,1,1,0.415,0.410333,0.602917,0.209579,1.941766265,1.963851311,3.845008326,0,0,2744
77,1,3,0,5,1,1,0.54,0.527009,0.525217,0.231017,1.492283333,1.529068764,3.488197838,0,0,3239
78,1,3,0,6,0,1,0.4725,0.466525,0.379167,0.368167,1.705466667,1.727309362,2.188770313,0,0,3117
79,1,3,0,0,0,1,0.3325,0.32575,0.47375,0.207721,2.423557895,2.473777437,3.879400735,0,0,2471
80,2,3,0,1,1,2,0.430435,0.409735,0.737391,0.288783,1.872136327,1.966717513,2.790444728,1,0,2077
81,2,3,0,2,1,1,0.441667,0.440642,0.624583,0.22575,1.82452617,1.828770294,3.569581395,0,0,2703
82,2,3,0,3,1,2,0.346957,0.337939,0.839565,0.234261,2.322573114,2.38455165,3.439893964,1,0,2121
83,2,3,0,4,1,2,0.285,0.270833,0.805833,0.243787,2.827484211,2.975387047,3.305479784,1,0,1865
84,2,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,3.050468075,3.143953463,3.492612417,0,0,2210
85,2,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,3.03135051,3.128585904,3.845155103,0,0,2496
86,2,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,3.184569421,3.218967081,4.372398264,1,0,1693
87,2,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,3.048379409,3.128549465,3.797444912,0,0,2028
88,2,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,2.663910744,2.751147118,3.549987665,0,0,2425
89,2,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,2.68611,2.710048764,4.661011753,1,0,1536
90,2,3,0,4,1,3,0.268333,0.257575,0.918333,0.217646,3.003108078,3.128537319,3.702493958,0,1,1685
91,2,4,0,5,1,2,0.3,0.283454,0.68625,0.258708,2.68611,2.842905727,3.114836031,1,0,2227
92,2,4,0,6,0,2,0.315,0.315637,0.65375,0.197146,2.5582,2.553037191,4.087493533,1,0,2252
93,2,4,0,0,0,1,0.378333,0.378767,0.48,0.182213,2.129956943,2.127516389,4.422478089,0,0,3249
94,2,4,0,1,1,1,0.573333,0.542929,0.42625,0.385571,1.405523492,1.484232745,2.089973053,0,0,3115
95,2,4,0,2,1,2,0.414167,0.39835,0.642083,0.388067,1.945671674,2.022927074,2.076530599,1,0,1795
96,2,4,0,3,1,1,0.390833,0.387608,0.470833,0.263063,2.061834594,2.078989598,3.063270015,0,0,2808
97,2,4,0,4,1,1,0.4375,0.433696,0.602917,0.162312,1.841904,1.858059562,4.964716102,0,0,3141
98,2,4,0,5,1,2,0.335833,0.324479,0.83625,0.226992,2.399505111,2.483467343,3.550050222,1,0,1471
99,2,4,0,6,0,2,0.3425,0.341529,0.8775,0.133083,2.35279708,2.35948631,6.05511598,1,0,2455
100,2,4,0,0,0,2,0.426667,0.426737,0.8575,0.146767,1.888669618,1.888359809,5.490559867,1,0,2895
101,2,4,0,1,1,2,0.595652,0.565217,0.716956,0.324474,1.352858716,1.425705525,2.483505612,1,0,3348
102,2,4,0,2,1,2,0.5025,0.493054,0.739167,0.274879,1.603647761,1.634370677,2.931591719,1,0,2034
103,2,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,1.953534545,1.931142654,3.215396402,1,0,2162
104,2,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,1.723706952,1.74143043,7.279430894,0,0,3267
105,2,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,1.804102385,1.82351051,3.559726118,0,0,3126
106,2,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,1.870406863,1.893885196,2.364477947,0,1,795
107,2,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1.764596522,1.80803283,2.655168437,0,0,3744
108,2,4,0,1,1,1,0.5125,0.503146,0.5425,0.163567,1.572357073,1.601588803,4.926623341,0,0,3429
109,2,4,0,2,1,2,0.505833,0.489258,0.665833,0.157971,1.593081116,1.647051249,5.101145147,1,0,3204
110,2,4,0,3,1,1,0.595,0.564392,0.614167,0.241925,1.354341176,1.427789551,3.33092074,0,0,3944
111,2,4,0,4,1,1,0.459167,0.453892,0.407083,0.325258,1.754988926,1.775384893,2.477519385,0,0,4189
112,2,4,0,5,1,2,0.336667,0.321954,0.729583,0.219521,2.393560996,2.50294452,3.670869757,1,0,1683
113,2,4,0,6,0,2,0.46,0.450121,0.887917,0.230725,1.75181087,1.790258619,3.492612417,1,0,4036
114,2,4,0,0,0,2,0.581667,0.551763,0.810833,0.192175,1.385385453,1.460469441,4.193224925,1,0,4191
115,2,4,0,1,1,1,0.606667,0.5745,0.776667,0.185333,1.328295424,1.402668407,4.348027604,0,0,4073
116,2,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,1.275724393,1.356431677,2.468094946,0,0,4400
117,2,4,0,3,1,2,0.62,0.575142,0.835417,0.3122,1.299730645,1.401102684,2.581143498,1,0,3872
118,2,4,0,4,1,2,0.6175,0.578929,0.700833,0.320908,1.304992713,1.391937526,2.511102871,1,0,4058
119,2,4,0,5,1,1,0.51,0.497463,0.457083,0.240063,1.580064706,1.619885298,3.356756351,0,0,4595
120,2,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,1.705466667,1.736630454,3.427982559,0,0,5312
121,2,5,0,0,0,2,0.451667,0.448204,0.762083,0.106354,1.784130787,1.797915681,7.576894146,1,0,3351
122,2,5,0,1,1,2,0.549167,0.532833,0.73,0.183454,1.467373313,1.512355654,4.392561623,1,0,4401
123,2,5,0,2,1,2,0.616667,0.582079,0.697083,0.342667,1.30675551,1.384404866,2.351650436,1,0,4451
124,2,5,0,3,1,2,0.414167,0.40465,0.737083,0.328996,1.945671674,1.991432102,2.449370205,1,0,2633
125,2,5,0,4,1,1,0.459167,0.441917,0.444167,0.295392,1.754988926,1.823494005,2.728012268,0,0,4433
126,2,5,0,5,1,1,0.479167,0.474117,0.59,0.228246,1.681737265,1.699650086,3.53054599,0,0,4608
127,2,5,0,6,0,1,0.52,0.512621,0.54125,0.16045,1.549678846,1.571985931,5.022330944,0,0,4714
128,2,5,0,0,0,1,0.528333,0.518933,0.631667,0.0746375,1.525236924,1.552865206,10.79662368,0,0,4333
129,2,5,0,1,1,1,0.5325,0.525246,0.58875,0.176,1.513301408,1.534201117,4.578596591,0,0,4362
130,2,5,0,2,1,1,0.5325,0.522721,0.489167,0.115671,1.513301408,1.541612065,6.966594911,0,0,4803
131,2,5,0,3,1,1,0.5425,0.5284,0.632917,0.120642,1.485406452,1.525043528,6.679539464,0,0,4182
132,2,5,0,4,1,1,0.535,0.523363,0.7475,0.189667,1.506229907,1.539720997,4.248672674,0,0,4864
133,2,5,0,5,1,2,0.5125,0.4943,0.863333,0.179725,1.572357073,1.63025086,4.483700097,1,0,4105
134,2,5,0,6,0,2,0.520833,0.500629,0.9225,0.13495,1.54720035,1.609641072,5.971344943,1,0,3409
135,2,5,0,0,0,2,0.5625,0.536,0.867083,0.152979,1.432592,1.503419776,5.267605358,1,0,4553
136,2,5,0,1,1,1,0.5775,0.550512,0.787917,0.126871,1.395381818,1.463788255,6.351593351,0,0,3958
137,2,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,1.434716656,1.496359528,2.905431326,1,0,4123
138,2,5,0,3,1,2,0.55,0.527158,0.87,0.201492,1.465150909,1.528636576,3.999329998,1,0,3855
139,2,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,1.518053701,1.577769206,7.44673006,1,0,4575
140,2,5,0,5,1,1,0.536667,0.529042,0.719583,0.125013,1.501551241,1.523192866,6.445993617,0,0,4917
141,2,5,0,6,0,1,0.6025,0.571975,0.626667,0.12065,1.337482158,1.408860527,6.67909656,0,0,5805
142,2,5,0,0,0,1,0.604167,0.5745,0.749583,0.148008,1.333791816,1.402668407,5.444523269,0,0,4660
143,2,5,0,1,1,2,0.631667,0.590296,0.81,0.233842,1.275724393,1.365133763,3.446057594,1,0,4274
144,2,5,0,2,1,2,0.66,0.604813,0.740833,0.207092,1.220959091,1.332367194,3.891183629,1,0,4492
145,2,5,0,3,1,1,0.660833,0.615542,0.69625,0.154233,1.219420035,1.309143811,5.224776799,0,0,4978
146,2,5,0,4,1,1,0.708333,0.654688,0.6775,0.199642,1.137647124,1.230865695,4.036390138,0,0,4677
147,2,5,0,5,1,1,0.681667,0.637008,0.65375,0.240679,1.182150522,1.265028069,3.348164983,0,0,4679
148,2,5,0,6,0,1,0.655833,0.612379,0.729583,0.230092,1.228716762,1.315905673,3.502220851,0,0,4758
149,2,5,0,0,0,1,0.6675,0.61555,0.81875,0.213938,1.207240449,1.309126797,3.766666043,0,0,4788
150,2,5,1,1,0,1,0.733333,0.671092,0.685,0.131225,1.098863681,1.200778731,6.140849686,0,0,4098
151,2,5,0,2,1,1,0.775,0.725383,0.636667,0.111329,1.039784516,1.110906928,7.238302688,0,0,3982
152,2,6,0,3,1,2,0.764167,0.720967,0.677083,0.207092,1.054524731,1.117711352,3.891183629,1,0,3974
153,2,6,0,4,1,1,0.715,0.643942,0.305,0.292287,1.127039161,1.251406183,2.756992271,0,0,4968
154,2,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,1.299730645,1.372488005,3.183588086,0,0,5312
155,2,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,1.269028346,1.355033496,6.54393302,0,0,5342
156,2,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1.242930716,1.306465263,5.810234188,1,0,4906
157,2,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,1.18796078,1.295847283,6.610823981,0,0,4548
158,2,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,1.138986572,1.228497599,4.290727765,0,0,4833
159,2,6,0,3,1,1,0.775833,0.727279,0.622083,0.136817,1.038668115,1.108010818,5.889860178,0,0,4401
160,2,6,0,4,1,2,0.808333,0.757579,0.568333,0.149883,0.996907215,1.063695007,5.376413603,1,0,3915
161,2,6,0,5,1,1,0.755,0.703292,0.605,0.140554,1.067328477,1.145801459,5.733262661,0,0,4586
162,2,6,0,6,0,1,0.725,0.678038,0.654583,0.15485,1.111493793,1.188477637,5.20395867,0,0,4966
163,2,6,0,0,0,1,0.6925,0.643325,0.747917,0.163567,1.163657762,1.252606381,4.926623341,0,0,4460
164,2,6,0,1,1,1,0.635,0.601654,0.494583,0.30535,1.269028346,1.339362823,2.639046995,0,0,5020
165,2,6,0,2,1,1,0.604167,0.591546,0.507083,0.269283,1.333791816,1.36224909,2.992513452,0,0,4891
166,2,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,1.285903039,1.371037883,4.799138835,0,0,5180
167,2,6,0,4,1,2,0.628333,0.595346,0.688333,0.206471,1.282493519,1.353554068,3.902887088,1,0,3767
168,2,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,1.241333894,1.34219823,5.634053234,0,0,4844
169,2,6,0,6,0,1,0.696667,0.643954,0.670417,0.119408,1.156697533,1.251382863,6.748567935,0,0,5119
170,2,6,0,0,0,2,0.699167,0.645846,0.666667,0.102,1.152561548,1.247716948,7.900323529,1,0,4744
171,2,6,0,1,1,2,0.635,0.595346,0.74625,0.155475,1.269028346,1.353554068,5.183039074,1,0,4010
172,3,6,0,2,1,2,0.680833,0.637646,0.770417,0.171025,1.183598621,1.263762338,4.711784827,1,0,4835
173,3,6,0,3,1,1,0.733333,0.693829,0.7075,0.172262,1.098863681,1.161428825,4.677949867,0,0,4507
174,3,6,0,4,1,2,0.728333,0.693833,0.703333,0.238804,1.106407371,1.161422129,3.374453527,1,0,4790
175,3,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,1.11277233,1.227313226,3.629469654,0,0,4991
176,3,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1.159471942,1.252629746,3.845155103,0,0,5202
177,3,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1.185048529,1.263796032,8.524329522,0,0,5305
178,3,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,1.180707692,1.265036012,7.48998959,1,0,4708
179,3,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,1.082865808,1.163560308,5.585086254,0,0,4648
180,3,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,1.106407371,1.230865695,3.077801246,0,0,5225
181,3,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1.156697533,1.265028069,4.348520333,0,0,5515
182,3,7,0,5,1,1,0.7225,0.652162,0.39625,0.102608,1.115339792,1.235633171,7.853510448,0,0,5362
